Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings
I,0.601,0.417,0.138,0.817,0.368,0.158,0.266,11
F,0.56,0.433,0.154,0.971,0.306,0.224,0.343,12
I,0.567,0.411,0.132,0.722,0.356,0.151,0.202,8
F,0.698,0.512,0.203,1.48,0.634,0.382,0.406,9
F,0.698,0.544,0.205,1.637,0.812,0.324,0.408,10
F,0.598,0.47,0.173,1.096,0.355,0.293,0.287,13
I,0.233,0.164,0.067,0.058,0.024,0.013,0.016,4
I,0.377,0.288,0.102,0.244,0.112,0.061,0.074,12
M,0.52,0.422,0.161,1.016,0.316,0.19,0.299,19
I,0.552,0.446,0.148,0.908,0.376,0.166,0.292,9
M,0.425,0.353,0.114,0.415,0.164,0.084,0.139,10
M,0.502,0.347,0.138,0.544,0.207,0.143,0.139,9
M,0.505,0.372,0.18,0.975,0.331,0.158,0.319,14
I,0.318,0.216,0.087,0.137,0.069,0.03,0.042,6
M,0.699,0.572,0.183,1.665,0.898,0.354,0.455,10
I,0.404,0.287,0.086,0.293,0.117,0.072,0.078,7
M,0.407,0.302,0.122,0.394,0.205,0.09,0.095,8
I,0.297,0.221,0.062,0.128,0.051,0.028,0.037,6
M,0.571,0.448,0.145,0.895,0.378,0.228,0.246,10
M,0.444,0.317,0.115,0.441,0.233,0.08,0.114,8
I,0.169,0.107,0.035,0.035,0.012,0.009,0.005,4
I,0.452,0.347,0.126,0.489,0.212,0.101,0.15,8
M,0.254,0.199,0.074,0.098,0.043,0.021,0.029,6
I,0.46,0.367,0.112,0.42,0.177,0.076,0.147,9
I,0.539,0.419,0.126,0.634,0.313,0.144,0.174,10
F,0.605,0.463,0.183,1.043,0.479,0.216,0.295,9
M,0.541,0.449,0.149,0.937,0.521,0.162,0.23,9
I,0.456,0.334,0.121,0.499,0.231,0.102,0.133,7
M,0.438,0.325,0.113,0.417,0.179,0.098,0.14,8
I,0.263,0.192,0.051,0.08,0.03,0.021,0.027,6
F,0.622,0.523,0.169,1.22,0.44,0.267,0.472,12
F,0.568,0.402,0.14,0.783,0.291,0.174,0.258,23
M,0.547,0.371,0.165,0.983,0.431,0.213,0.284,10
M,0.617,0.478,0.185,1.388,0.556,0.303,0.366,11
F,0.571,0.466,0.148,0.974,0.484,0.208,0.272,10
I,0.436,0.312,0.097,0.302,0.134,0.076,0.091,7
M,0.282,0.197,0.082,0.097,0.038,0.02,0.031,6
M,0.616,0.477,0.185,1.174,0.618,0.223,0.308,9
F,0.601,0.508,0.2,1.438,0.612,0.31,0.382,9
I,0.313,0.234,0.076,0.155,0.074,0.063,0.044,6
M,0.569,0.461,0.151,1.013,0.446,0.205,0.277,8
I,0.401,0.313,0.113,0.427,0.212,0.097,0.109,8
M,0.72,0.546,0.209,1.67,0.694,0.335,0.466,11
F,0.633,0.483,0.152,1.248,0.473,0.301,0.331,15
I,0.437,0.358,0.125,0.51,0.245,0.109,0.191,8
M,0.574,0.434,0.16,1.057,0.53,0.167,0.307,10
M,0.56,0.426,0.15,0.86,0.407,0.174,0.237,8
M,0.534,0.406,0.139,0.995,0.486,0.258,0.261,8
I,0.474,0.352,0.116,0.416,0.195,0.099,0.111,6
F,0.509,0.407,0.136,0.777,0.387,0.177,0.173,8
I,0.559,0.439,0.118,0.68,0.29,0.131,0.216,11
M,0.709,0.514,0.178,1.655,0.727,0.325,0.404,13
F,0.585,0.408,0.15,0.909,0.345,0.256,0.245,10
M,0.343,0.259,0.086,0.162,0.062,0.035,0.048,10
F,0.576,0.416,0.122,0.647,0.292,0.14,0.201,9
I,0.568,0.437,0.126,0.782,0.327,0.184,0.241,9
I,0.658,0.532,0.16,1.144,0.491,0.198,0.342,17
I,0.498,0.369,0.145,0.657,0.247,0.145,0.228,10
F,0.524,0.428,0.152,0.748,0.203,0.208,0.21,14
M,0.516,0.435,0.124,0.82,0.399,0.148,0.221,9
F,0.744,0.547,0.211,2.121,0.873,0.419,0.614,13
F,0.681,0.54,0.159,1.27,0.496,0.335,0.376,13
I,0.341,0.266,0.093,0.171,0.083,0.031,0.055,8
M,0.718,0.581,0.198,1.881,0.676,0.484,0.529,12
F,0.64,0.513,0.161,1.21,0.493,0.259,0.351,11
M,0.487,0.398,0.128,0.634,0.317,0.149,0.154,6
I,0.449,0.322,0.146,0.768,0.367,0.154,0.216,10
I,0.305,0.235,0.072,0.174,0.072,0.036,0.051,7
M,0.588,0.477,0.153,1.154,0.563,0.235,0.33,10
M,0.489,0.429,0.147,0.773,0.327,0.192,0.2,8
I,0.462,0.34,0.116,0.407,0.189,0.097,0.119,7
M,0.64,0.484,0.182,1.246,0.581,0.257,0.335,10
I,0.385,0.302,0.101,0.3,0.14,0.07,0.081,6
M,0.485,0.364,0.126,0.588,0.258,0.127,0.171,11
I,0.416,0.332,0.102,0.374,0.182,0.073,0.11,7
M,0.606,0.482,0.161,1.09,0.505,0.271,0.267,11
M,0.639,0.477,0.173,1.222,0.575,0.259,0.258,9
F,0.613,0.537,0.162,1.378,0.695,0.273,0.327,12
F,0.592,0.492,0.159,1.008,0.353,0.239,0.346,10
F,0.654,0.481,0.183,1.339,0.511,0.313,0.344,13
I,0.539,0.431,0.13,0.741,0.324,0.169,0.178,9
F,0.566,0.449,0.168,0.977,0.454,0.241,0.242,9
F,0.58,0.438,0.137,0.978,0.496,0.181,0.243,8
F,0.646,0.483,0.173,1.288,0.577,0.238,0.364,11
I,0.549,0.414,0.128,0.671,0.334,0.145,0.198,9
M,0.387,0.286,0.112,0.325,0.121,0.058,0.113,12
I,0.242,0.184,0.064,0.071,0.03,0.014,0.022,5
F,0.471,0.375,0.108,0.372,0.171,0.044,0.141,13
I,0.258,0.175,0.057,0.079,0.032,0.021,0.019,4
M,0.261,0.201,0.084,0.1,0.037,0.024,0.029,5
F,0.644,0.495,0.152,1.286,0.499,0.31,0.368,15
I,0.499,0.41,0.145,0.648,0.266,0.101,0.214,13
I,0.559,0.422,0.135,0.79,0.303,0.222,0.246,10
I,0.545,0.423,0.141,0.638,0.299,0.136,0.187,10
M,0.629,0.509,0.173,1.224,0.575,0.282,0.297,10
F,0.476,0.383,0.138,0.67,0.243,0.186,0.208,10
I,0.493,0.372,0.125,0.502,0.195,0.104,0.165,9
I,0.543,0.421,0.157,0.81,0.359,0.168,0.236,10
I,0.613,0.47,0.152,0.839,0.384,0.232,0.227,9
M,0.595,0.481,0.172,1.298,0.579,0.259,0.409,10
M,0.613,0.49,0.149,1.169,0.454,0.287,0.344,9
F,0.669,0.551,0.168,1.214,0.677,0.251,0.312,9
M,0.586,0.446,0.141,0.924,0.468,0.178,0.239,9
M,0.592,0.484,0.157,1.169,0.613,0.224,0.263,9
I,0.47,0.339,0.14,0.505,0.23,0.094,0.144,7
F,0.486,0.378,0.131,0.621,0.261,0.098,0.223,11
I,0.476,0.355,0.139,0.42,0.202,0.097,0.124,8
M,0.556,0.455,0.204,0.824,0.332,0.212,0.239,14
I,0.36,0.279,0.101,0.222,0.085,0.037,0.075,10
M,0.715,0.524,0.15,1.366,0.638,0.208,0.398,10
I,0.414,0.321,0.109,0.393,0.214,0.095,0.092,6
M,0.658,0.484,0.165,1.325,0.647,0.338,0.3,9
M,0.43,0.306,0.099,0.326,0.159,0.051,0.094,6
M,0.391,0.316,0.087,0.257,0.119,0.059,0.087,8
F,0.56,0.417,0.161,0.938,0.335,0.234,0.296,17
F,0.456,0.338,0.131,0.399,0.148,0.096,0.136,8
I,0.385,0.267,0.095,0.242,0.102,0.046,0.217,6
M,0.573,0.412,0.148,0.855,0.432,0.184,0.195,8
M,0.351,0.252,0.09,0.164,0.05,0.04,0.065,8
F,0.665,0.578,0.209,1.698,0.652,0.307,0.477,18
M,0.485,0.408,0.151,0.662,0.212,0.087,0.265,9
M,0.674,0.515,0.188,1.598,0.759,0.309,0.386,11
F,0.504,0.397,0.139,0.754,0.41,0.203,0.174,8
I,0.364,0.281,0.093,0.181,0.073,0.04,0.066,7
I,0.59,0.453,0.128,0.745,0.324,0.151,0.238,9
M,0.488,0.353,0.115,0.553,0.279,0.216,0.144,9
M,0.614,0.464,0.154,1.115,0.541,0.222,0.281,11
F,0.5,0.364,0.116,0.54,0.168,0.113,0.189,11
F,0.601,0.45,0.156,1.117,0.545,0.232,0.285,7
M,0.608,0.515,0.169,1.37,0.606,0.295,0.374,9
M,0.468,0.337,0.141,0.462,0.161,0.155,0.121,9
I,0.325,0.218,0.071,0.142,0.059,0.033,0.094,6
M,0.565,0.431,0.147,0.927,0.477,0.174,0.225,9
I,0.316,0.268,0.082,0.207,0.094,0.04,0.054,7
M,0.568,0.48,0.134,0.929,0.422,0.177,0.275,9
M,0.533,0.385,0.148,0.711,0.296,0.16,0.231,9
F,0.594,0.435,0.13,0.793,0.366,0.172,0.226,10
M,0.344,0.276,0.112,0.302,0.135,0.065,0.088,7
F,0.591,0.478,0.146,0.909,0.403,0.205,0.222,10
I,0.492,0.348,0.123,0.435,0.179,0.107,0.125,8
F,0.515,0.403,0.166,0.784,0.183,0.169,0.325,10
M,0.571,0.471,0.18,1.006,0.397,0.249,0.508,12
I,0.406,0.325,0.107,0.367,0.17,0.063,0.108,7
I,0.454,0.363,0.12,0.56,0.225,0.121,0.18,9
M,0.507,0.381,0.139,0.57,0.2,0.147,0.169,10
M,0.647,0.496,0.143,1.274,0.569,0.276,0.334,9
M,0.668,0.541,0.184,1.308,0.544,0.222,0.43,18
M,0.501,0.395,0.124,0.693,0.34,0.118,0.18,9
M,0.7,0.507,0.182,1.649,0.786,0.371,0.392,9
M,0.546,0.469,0.158,0.821,0.327,0.156,0.257,13
I,0.389,0.307,0.105,0.366,0.156,0.07,0.125,10
M,0.581,0.435,0.15,0.965,0.52,0.2,0.221,8
F,0.62,0.512,0.188,1.252,0.592,0.284,0.369,12
I,0.581,0.474,0.153,1.007,0.398,0.193,0.329,10
I,0.505,0.409,0.118,0.616,0.245,0.111,0.196,8
M,0.574,0.474,0.154,0.94,0.401,0.221,0.285,9
M,0.74,0.575,0.19,2.003,1.089,0.432,0.524,11
F,0.557,0.434,0.156,0.818,0.375,0.181,0.268,9
M,0.7,0.546,0.211,2.112,0.912,0.393,0.613,12
I,0.424,0.336,0.103,0.475,0.268,0.084,0.108,7
F,0.682,0.567,0.176,1.459,0.685,0.34,0.426,10
M,0.51,0.398,0.118,0.79,0.386,0.148,0.21,9
F,0.606,0.49,0.15,1.075,0.466,0.239,0.275,9
M,0.485,0.407,0.135,0.737,0.359,0.153,0.214,8
I,0.594,0.457,0.138,0.808,0.345,0.206,0.241,11
M,0.503,0.384,0.157,0.735,0.374,0.136,0.157,7
F,0.705,0.561,0.187,1.612,0.703,0.361,0.424,13
M,0.57,0.461,0.145,1.005,0.42,0.205,0.323,11
I,0.426,0.34,0.098,0.344,0.146,0.07,0.093,7
F,0.744,0.579,0.223,1.881,0.831,0.421,0.676,16
M,0.435,0.314,0.096,0.394,0.166,0.076,0.115,9
M,0.491,0.406,0.137,0.657,0.247,0.171,0.191,10
M,0.476,0.369,0.1,0.503,0.216,0.128,0.122,8
M,0.616,0.511,0.177,1.263,0.562,0.313,0.357,11
F,0.629,0.461,0.14,1.03,0.469,0.239,0.256,8
I,0.435,0.325,0.091,0.286,0.105,0.057,0.116,7
M,0.233,0.166,0.059,0.057,0.027,0.01,0.014,4
I,0.224,0.168,0.065,0.065,0.023,0.014,0.023,6
I,0.401,0.324,0.093,0.37,0.169,0.082,0.087,6
I,0.441,0.349,0.104,0.331,0.133,0.077,0.1,7
M,0.593,0.453,0.16,0.926,0.402,0.175,0.256,11
M,0.286,0.235,0.075,0.122,0.041,0.024,0.041,7
F,0.671,0.526,0.168,1.729,0.834,0.358,0.481,9
M,0.617,0.527,0.185,1.648,0.79,0.4,0.446,11
I,0.314,0.207,0.049,0.114,0.05,0.022,0.041,4
I,0.383,0.295,0.12,0.302,0.129,0.068,0.088,8
F,0.633,0.475,0.181,1.209,0.482,0.303,0.373,15
I,0.34,0.257,0.089,0.176,0.072,0.035,0.062,10
M,0.63,0.48,0.162,1.424,0.557,0.293,0.296,10
I,0.51,0.398,0.122,0.597,0.218,0.128,0.231,11
I,0.221,0.155,0.058,0.052,0.022,0.017,0.015,5
F,0.644,0.493,0.177,1.343,0.585,0.316,0.352,10
I,0.657,0.524,0.207,1.78,0.651,0.351,0.393,11
F,0.548,0.437,0.133,0.957,0.386,0.152,0.325,13
M,0.677,0.515,0.17,1.451,0.635,0.245,0.46,11
I,0.255,0.193,0.066,0.074,0.03,0.016,0.02,4
M,0.595,0.492,0.153,1.308,0.652,0.254,0.296,12
I,0.58,0.424,0.124,0.712,0.335,0.139,0.214,8
I,0.588,0.428,0.169,1.232,0.378,0.224,0.326,21
F,0.519,0.394,0.166,0.647,0.278,0.108,0.215,12
I,0.434,0.324,0.098,0.357,0.176,0.068,0.101,7
M,0.529,0.434,0.179,0.856,0.457,0.159,0.226,10
M,0.556,0.432,0.178,0.815,0.328,0.179,0.248,8
F,0.401,0.314,0.117,0.372,0.159,0.105,0.095,11
I,0.477,0.34,0.127,0.482,0.219,0.075,0.154,9
M,0.759,0.613,0.214,1.797,0.758,0.397,0.536,11
F,0.673,0.539,0.18,1.452,0.705,0.319,0.38,10
F,0.518,0.405,0.128,0.671,0.326,0.151,0.205,8
I,0.386,0.302,0.086,0.246,0.115,0.058,0.078,8
M,0.611,0.494,0.153,1.106,0.422,0.26,0.296,14
I,0.607,0.46,0.19,1.307,0.652,0.26,0.413,16
I,0.39,0.296,0.097,0.277,0.127,0.066,0.082,7
I,0.388,0.26,0.092,0.278,0.126,0.06,0.083,7
I,0.312,0.222,0.092,0.3,0.139,0.067,0.092,6
F,0.576,0.424,0.162,0.964,0.549,0.186,0.215,9
F,0.49,0.405,0.126,0.65,0.275,0.146,0.211,10
M,0.592,0.476,0.175,1.111,0.491,0.211,0.314,13
F,0.568,0.448,0.169,0.83,0.432,0.192,0.238,9
F,0.564,0.452,0.178,1.086,0.427,0.256,0.286,8
F,0.385,0.314,0.109,0.343,0.117,0.088,0.114,16
F,0.664,0.5,0.173,1.317,0.676,0.309,0.359,9
M,0.353,0.264,0.092,0.188,0.077,0.046,0.061,9
M,0.59,0.459,0.184,0.911,0.411,0.199,0.296,14
F,0.523,0.441,0.172,0.899,0.332,0.172,0.35,12
F,0.711,0.568,0.162,1.933,1.093,0.413,0.435,10
F,0.664,0.468,0.184,1.317,0.48,0.354,0.334,18
I,0.233,0.181,0.082,0.064,0.021,0.018,0.022,5
I,0.269,0.191,0.055,0.084,0.035,0.017,0.025,7
I,0.397,0.319,0.094,0.324,0.187,0.056,0.086,6
I,0.529,0.445,0.127,0.711,0.339,0.132,0.217,8
I,0.455,0.352,0.122,0.467,0.203,0.102,0.13,8
F,0.547,0.465,0.168,0.921,0.365,0.235,0.249,11
I,0.361,0.283,0.077,0.245,0.113,0.043,0.068,6
M,0.564,0.446,0.181,1.138,0.5,0.27,0.328,11
I,0.28,0.219,0.077,0.141,0.056,0.029,0.041,6
I,0.379,0.289,0.085,0.224,0.097,0.038,0.064,8
F,0.64,0.499,0.167,1.101,0.401,0.292,0.361,14
I,0.35,0.272,0.088,0.298,0.099,0.04,0.11,7
F,0.616,0.484,0.176,1.286,0.552,0.313,0.361,9
F,0.527,0.414,0.133,0.704,0.306,0.136,0.233,9
I,0.3,0.222,0.066,0.107,0.044,0.02,0.037,5
M,0.252,0.185,0.065,0.079,0.032,0.019,0.027,8
M,0.633,0.517,0.166,1.422,0.645,0.307,0.363,10
I,0.573,0.48,0.191,1.37,0.525,0.252,0.397,19
M,0.505,0.398,0.124,0.614,0.229,0.131,0.239,15
M,0.682,0.513,0.162,1.542,0.703,0.343,0.411,11
M,0.283,0.227,0.092,0.144,0.05,0.046,0.049,9
F,0.653,0.491,0.148,1.096,0.483,0.273,0.32,10
M,0.503,0.394,0.141,0.627,0.327,0.126,0.156,7
I,0.622,0.445,0.148,1.06,0.506,0.194,0.269,11
M,0.577,0.479,0.16,0.867,0.315,0.142,0.336,15
F,0.606,0.49,0.172,1.089,0.432,0.276,0.309,9
M,0.426,0.349,0.112,0.384,0.155,0.092,0.124,9
I,0.472,0.384,0.117,0.656,0.331,0.156,0.162,13
F,0.497,0.388,0.133,0.458,0.172,0.108,0.158,9
F,0.587,0.48,0.149,1.036,0.41,0.209,0.339,11
F,0.445,0.35,0.109,0.447,0.202,0.099,0.123,10
M,0.619,0.457,0.169,1.025,0.486,0.221,0.262,9
I,0.337,0.258,0.093,0.193,0.074,0.037,0.066,8
F,0.476,0.348,0.118,0.468,0.174,0.094,0.158,11
I,0.37,0.263,0.096,0.246,0.09,0.063,0.073,6
F,0.619,0.474,0.173,1.191,0.424,0.239,0.418,19
F,0.674,0.586,0.179,1.71,0.739,0.378,0.49,10
I,0.618,0.477,0.147,1.008,0.451,0.298,0.283,9
M,0.636,0.527,0.155,1.243,0.53,0.206,0.353,12
M,0.658,0.49,0.209,1.813,0.869,0.397,0.487,10
I,0.499,0.374,0.114,0.592,0.287,0.102,0.152,8
M,0.653,0.543,0.206,1.489,0.567,0.259,0.48,22
M,0.497,0.383,0.119,0.669,0.335,0.13,0.174,8
F,0.513,0.43,0.133,0.703,0.297,0.159,0.246,11
I,0.419,0.301,0.106,0.415,0.177,0.082,0.103,8
I,0.623,0.492,0.161,0.976,0.478,0.187,0.269,10
F,0.521,0.384,0.126,0.548,0.223,0.134,0.189,13
M,0.534,0.407,0.115,0.712,0.228,0.167,0.294,13
I,0.308,0.219,0.072,0.11,0.048,0.024,0.037,5
M,0.628,0.492,0.141,1.099,0.57,0.265,0.262,9
F,0.675,0.569,0.187,1.721,0.783,0.408,0.494,11
M,0.58,0.462,0.158,0.901,0.316,0.192,0.369,14
M,0.735,0.582,0.202,2.055,1.004,0.35,0.512,12
I,0.341,0.24,0.076,0.176,0.079,0.033,0.051,7
I,0.519,0.414,0.134,0.733,0.434,0.12,0.218,9
F,0.608,0.507,0.161,1.272,0.55,0.326,0.354,10
F,0.607,0.47,0.168,1.248,0.566,0.268,0.343,9
I,0.557,0.429,0.145,0.824,0.399,0.17,0.228,9
M,0.58,0.469,0.159,1.041,0.403,0.248,0.34,14
M,0.641,0.539,0.182,1.257,0.551,0.288,0.382,10
M,0.471,0.386,0.138,0.596,0.259,0.144,0.144,7
F,0.622,0.498,0.179,1.204,0.505,0.266,0.365,12
F,0.576,0.489,0.212,1.182,0.445,0.235,0.434,13
I,0.353,0.274,0.083,0.202,0.081,0.046,0.057,5
M,0.577,0.453,0.143,0.916,0.418,0.226,0.261,9
I,0.527,0.384,0.146,0.692,0.348,0.155,0.187,8
F,0.627,0.497,0.145,1.437,0.677,0.37,0.295,10
I,0.627,0.496,0.168,1.066,0.479,0.19,0.345,10
F,0.665,0.488,0.171,1.315,0.687,0.31,0.324,10
M,0.576,0.411,0.133,0.74,0.321,0.151,0.179,7
F,0.626,0.536,0.195,1.385,0.515,0.376,0.437,13
M,0.457,0.36,0.129,0.511,0.208,0.135,0.164,7
M,0.599,0.497,0.153,1.166,0.589,0.257,0.269,8
I,0.379,0.285,0.1,0.28,0.114,0.06,0.082,7
M,0.579,0.442,0.115,0.904,0.394,0.18,0.301,11
F,0.601,0.494,0.175,1.133,0.48,0.235,0.376,13
F,0.557,0.456,0.177,1.131,0.448,0.224,0.348,15
M,0.528,0.419,0.135,0.696,0.325,0.161,0.197,10
I,0.438,0.338,0.105,0.445,0.249,0.073,0.107,6
M,0.411,0.322,0.118,0.397,0.198,0.064,0.1,9
M,0.573,0.508,0.17,1.251,0.564,0.243,0.324,10
I,0.538,0.435,0.178,0.711,0.282,0.166,0.205,10
F,0.379,0.297,0.094,0.294,0.122,0.05,0.09,8
M,0.623,0.477,0.17,1.204,0.532,0.267,0.33,11
M,0.641,0.502,0.185,1.282,0.582,0.343,0.401,13
M,0.487,0.378,0.155,0.633,0.266,0.131,0.218,19
F,0.648,0.526,0.196,1.622,0.54,0.412,0.605,21
F,0.508,0.433,0.141,0.718,0.32,0.158,0.198,10
M,0.619,0.436,0.169,1.199,0.724,0.229,0.232,8
M,0.525,0.4,0.145,0.628,0.224,0.14,0.237,12
M,0.756,0.598,0.196,2.427,1.1,0.528,0.486,11
I,0.603,0.478,0.157,1.03,0.452,0.254,0.309,11
F,0.579,0.485,0.157,0.848,0.322,0.247,0.294,14
M,0.479,0.368,0.116,0.605,0.275,0.136,0.159,6
F,0.479,0.366,0.144,0.68,0.324,0.132,0.2,7
F,0.651,0.522,0.161,1.271,0.569,0.236,0.374,11
M,0.486,0.41,0.122,0.721,0.338,0.153,0.189,7
I,0.362,0.276,0.081,0.225,0.093,0.039,0.072,7
F,0.676,0.552,0.187,1.471,0.582,0.347,0.365,17
I,0.492,0.359,0.124,0.473,0.176,0.114,0.132,9
F,0.51,0.417,0.149,0.776,0.4,0.204,0.222,10
M,0.557,0.377,0.129,0.749,0.352,0.133,0.166,11
M,0.622,0.525,0.163,1.158,0.515,0.296,0.361,7
I,0.44,0.321,0.12,0.382,0.149,0.083,0.123,8
M,0.677,0.52,0.169,1.425,0.701,0.325,0.395,11
I,0.476,0.35,0.115,0.384,0.155,0.061,0.121,8
F,0.545,0.427,0.184,1.748,0.784,0.343,0.469,9
F,0.501,0.4,0.104,0.485,0.186,0.107,0.17,17
I,0.294,0.23,0.086,0.146,0.06,0.033,0.044,7
F,0.455,0.351,0.121,0.484,0.203,0.124,0.156,8
I,0.558,0.403,0.167,0.921,0.434,0.23,0.228,8
M,0.527,0.408,0.171,0.857,0.335,0.232,0.244,11
F,0.57,0.447,0.158,1.166,0.495,0.231,0.336,10
I,0.636,0.445,0.172,1.312,0.391,0.264,0.358,17
I,0.403,0.298,0.086,0.27,0.123,0.058,0.081,7
I,0.262,0.184,0.08,0.08,0.026,0.019,0.029,6
F,0.665,0.52,0.196,1.428,0.623,0.237,0.424,12
M,0.519,0.408,0.197,0.902,0.465,0.166,0.206,9
F,0.6,0.459,0.156,1.113,0.531,0.259,0.306,11
M,0.323,0.248,0.086,0.179,0.079,0.037,0.052,7
M,0.534,0.43,0.135,0.855,0.313,0.194,0.236,10
F,0.451,0.333,0.119,0.496,0.188,0.122,0.146,12
M,0.611,0.455,0.15,1.288,0.535,0.279,0.284,9
M,0.603,0.502,0.175,1.181,0.545,0.237,0.334,8
F,0.664,0.488,0.148,1.146,0.493,0.27,0.38,13
I,0.442,0.338,0.117,0.442,0.207,0.109,0.105,8
M,0.515,0.417,0.129,0.79,0.344,0.172,0.244,11
I,0.431,0.314,0.102,0.342,0.153,0.053,0.109,8
M,0.65,0.515,0.162,1.241,0.646,0.31,0.309,12
F,0.599,0.425,0.129,0.807,0.379,0.195,0.197,11
M,0.697,0.546,0.176,1.461,0.485,0.335,0.488,16
M,0.471,0.357,0.122,0.535,0.221,0.105,0.157,10
I,0.309,0.22,0.089,0.115,0.052,0.017,0.042,6
I,0.141,0.132,0.042,0.029,0.012,0.007,0.008,4
F,0.632,0.489,0.151,0.987,0.429,0.185,0.295,10
F,0.421,0.339,0.125,0.481,0.181,0.109,0.15,10
I,0.53,0.442,0.11,0.8,0.382,0.148,0.254,10
M,0.613,0.513,0.179,1.504,0.563,0.405,0.416,10
M,0.692,0.587,0.185,2.355,1.198,0.523,0.529,9
F,0.561,0.467,0.176,0.989,0.423,0.167,0.324,11
I,0.56,0.453,0.128,0.809,0.397,0.174,0.208,10
F,0.62,0.466,0.173,1.114,0.435,0.214,0.373,10
I,0.409,0.3,0.11,0.347,0.157,0.08,0.108,6
F,0.494,0.382,0.157,0.574,0.188,0.117,0.195,12
F,0.64,0.503,0.149,1.073,0.407,0.325,0.293,12
M,0.578,0.434,0.14,0.982,0.495,0.178,0.247,9
M,0.468,0.374,0.123,0.449,0.165,0.103,0.148,11
M,0.368,0.297,0.104,0.235,0.07,0.067,0.077,10
M,0.626,0.517,0.181,1.5,0.516,0.287,0.447,15
M,0.61,0.508,0.175,1.126,0.552,0.293,0.278,10
F,0.645,0.452,0.155,1.396,0.577,0.275,0.332,10
M,0.634,0.506,0.157,1.042,0.435,0.24,0.289,11
I,0.529,0.402,0.138,0.633,0.275,0.159,0.202,11
M,0.671,0.489,0.191,1.366,0.434,0.268,0.48,15
M,0.63,0.476,0.166,1.228,0.574,0.285,0.309,11
F,0.636,0.54,0.136,1.166,0.568,0.223,0.301,9
I,0.456,0.368,0.13,0.449,0.151,0.121,0.148,9
M,0.496,0.4,0.134,0.617,0.237,0.163,0.207,13
F,0.537,0.454,0.182,0.963,0.332,0.199,0.366,19
F,0.604,0.424,0.131,1.14,0.39,0.24,0.329,13
F,0.478,0.368,0.12,0.592,0.269,0.131,0.18,9
F,0.491,0.417,0.142,0.757,0.298,0.172,0.266,14
I,0.296,0.229,0.071,0.153,0.058,0.041,0.047,5
F,0.495,0.384,0.147,0.644,0.223,0.144,0.229,12
M,0.645,0.508,0.189,1.409,0.712,0.323,0.361,9
I,0.463,0.338,0.127,0.561,0.245,0.144,0.134,8
M,0.523,0.412,0.12,0.719,0.319,0.139,0.227,12
I,0.398,0.31,0.095,0.348,0.176,0.061,0.089,8
M,0.654,0.486,0.169,1.294,0.622,0.299,0.317,9
F,0.639,0.475,0.177,1.171,0.518,0.229,0.404,8
I,0.561,0.409,0.151,0.671,0.277,0.13,0.216,9
M,0.616,0.52,0.172,1.345,0.551,0.293,0.381,12
M,0.503,0.353,0.126,0.542,0.232,0.133,0.141,8
F,0.593,0.486,0.158,0.984,0.487,0.24,0.262,9
M,0.604,0.483,0.156,1.214,0.565,0.305,0.251,10
I,0.352,0.26,0.085,0.251,0.121,0.054,0.057,6
F,0.604,0.471,0.17,1.132,0.434,0.239,0.362,11
M,0.65,0.485,0.204,1.674,0.662,0.385,0.453,10
F,0.73,0.552,0.204,2.137,0.973,0.504,0.5,12
M,0.567,0.421,0.135,0.785,0.342,0.173,0.19,10
I,0.515,0.41,0.147,0.669,0.283,0.159,0.166,9
F,0.613,0.464,0.183,1.105,0.393,0.226,0.417,16
I,0.63,0.466,0.18,1.183,0.464,0.274,0.387,13
M,0.354,0.274,0.091,0.219,0.101,0.046,0.07,7
M,0.714,0.559,0.208,1.937,0.734,0.458,0.587,19
F,0.436,0.346,0.124,0.443,0.155,0.113,0.145,13
M,0.537,0.438,0.143,0.9,0.388,0.216,0.253,8
F,0.666,0.52,0.182,1.392,0.629,0.322,0.375,11
M,0.659,0.523,0.195,1.397,0.675,0.32,0.417,13
M,0.567,0.453,0.186,1.025,0.371,0.215,0.36,10
F,0.694,0.519,0.172,1.721,0.73,0.381,0.565,13
F,0.604,0.479,0.158,1.094,0.469,0.242,0.296,8
F,0.596,0.483,0.167,1.236,0.532,0.315,0.353,10
M,0.445,0.35,0.118,0.49,0.172,0.122,0.152,10
M,0.63,0.475,0.153,1.131,0.596,0.223,0.28,9
I,0.525,0.44,0.134,0.683,0.342,0.144,0.209,13
F,0.615,0.519,0.153,1.204,0.623,0.184,0.35,13
M,0.484,0.374,0.14,0.574,0.244,0.1,0.193,15
M,0.659,0.48,0.187,1.451,0.602,0.398,0.43,10
I,0.507,0.367,0.147,0.483,0.199,0.151,0.152,8
F,0.603,0.479,0.138,0.98,0.447,0.224,0.253,7
I,0.541,0.42,0.151,0.596,0.24,0.147,0.195,11
F,0.585,0.446,0.137,0.806,0.327,0.175,0.222,17
M,0.647,0.507,0.178,1.47,0.715,0.351,0.372,9
I,0.594,0.452,0.148,0.71,0.301,0.17,0.184,12
F,0.731,0.556,0.191,1.756,0.676,0.405,0.509,12
I,0.496,0.414,0.143,0.591,0.255,0.132,0.172,8
F,0.574,0.451,0.15,0.88,0.347,0.196,0.269,10
I,0.348,0.244,0.077,0.166,0.073,0.047,0.051,7
F,0.365,0.293,0.109,0.279,0.101,0.061,0.089,12
